id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
597,THE WORLD FRESRPKA BULGARIAN EOOD,,42.0240445,23.9881861,1,IV-KM,,,VELINGRAD,BG,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,
598,SCK LAZAR EOOD,,42.6208488,25.3922072,1,UL.D-P BAEV,15,,KAZANLAK,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
599,SBAL VARNA EOOD,,43.2166315,27.9136634,1,ULVSKOG,15,,VARNA,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
600,SCRIPTITLE E.P.P.KDOULOGLOU EOOD,,42.1473332,24.7906065,1,BUL.ЦАЧАРАЧАРОСТИ,108,,PLOVDIV,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
601,CBPPZDPQ CAR FERDINAND IEOOD,,42.9838518,23.2744396,1,['SG/HR'],,,THE RECYSO,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
602,BTK EAD,,42.6871517,23.3273971,1,BUL.BAA LEVSKI,54,,SOFIA,BG,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,
603,BNRP EAD BANITE,,41.6150172,25.0079674,1,UL.STEFAN STAMBOLOV,2,,SMOLYAN,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
604,BFC EAD BANKYA,,42.7097973,23.150661,1,UL.XEYCEQS,8,,BANKYA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
605,BCC BATHROOM,,42.5391905,24.8400664,1,UL.LES,1,,BANYA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
606,ESBR JSC VELINGRAD,,42.0305039,23.980279,1,UL.GOEDELCHEV,38,,VELINGRAD,BG,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,
607,BSO NRIC KJUSTENDIL,,42.2846592,22.6903027,1,UL.CAR SIMEO28,,,KYUSTENDIL,BG,Bulgaria,156,,,,,,,,,,01/01/12,16/04/2020,
608,SBR UNDER THE MBID AISLE,,42.3302346,23.8718426,1,CAC.MMID AISLE,,,KOSTENETS,BG,Bulgaria,190,,,,,,,,,,01/01/12,16/04/2020,
609,SHORDER NK EAD,,41.9021373,24.7507167,1,UL.CRPDT,2,,NARECHENSKI BATHS,BG,Bulgaria,190,,,,,,,,,,01/01/12,16/04/2020,
610,SBR UNDER THE OVA-MOGILA,,43.4353923,25.2631447,1,SG & L MOGILA,,,SHEEP MOGILA,BG,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,
611,RCC EAD PAVEL BANYA,,42.6003248,25.2116919,1,UL.FREEZENDIX,2,,PAVEL BATH,BG,Bulgaria,224,,,,,,,,,,01/01/12,16/04/2020,
612,NVZ EAD POMORIE,,42.5643337,27.637428,1,BUL.P.STOYANOV,7,,POMORIE,BG,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,
613,BSGR EAD SANDANSKI,,41.5791367,23.2850343,1,['1'],,,SANDANSKI,BG,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,
614,THE SBR OF THE CRIMINAL CODE,,43.1875776,23.2833767,1,PARK AREA,,,VARSHETS,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
615,BUCR EAD HICAR,,42.4997372,24.712919,1,UL.GENEAR GURKO,2,,HISARYA,BG,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,
616,BSGMS BOURGASSKI HEAD,,42.6109301,27.3917913,1,UL.IV.BOOROV,19,,BURGAS,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
617,SGMS VARNA AD,,43.2610264,28.0305541,1,['K.K.ZLATARY SANDS'],,,VARNA,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
618,BR HEALTH SAD,,42.7099707,23.1466699,1,— GEORGI SAWA RAKOVSKI,15,,BANKYA,BG,Bulgaria,300,,,,,,,,,,01/01/12,16/04/2020,
619,SBR MARIE EOOD,,42.6530888,27.6919198,1,FRESEBER,,,NESSEBAR,BG,Bulgaria,73,,,,,,,,,,01/01/12,16/04/2020,
620,BIR MARIKACINE EOOD,,41.4310154,23.3401215,1,C.MARCYINCEINCEMENT,,,MR MARICASTINCEMENT,BG,Bulgaria,114,,,,,,,,,,01/01/12,16/04/2020,
621,ESBR NESEBAR AD,,42.6594504,27.7198657,1,UL.IVAN VASOV,11,,NESSEBAR,BG,Bulgaria,93,,,,,,,,,,01/01/12,16/04/2020,
622,SBR SAPAREVA BATH AD,,42.2909849,23.2558036,1,UL.SERAFOSED YORDANOV,1,,SAPAREVA BATH,BG,Bulgaria,200,,,,,,,,,,01/01/12,16/04/2020,
623,SBR STTANKOV AND LAST NAME OF THE EOOD FAMILY,,42.6835829,27.7089143,1,['K.C.HP'],,,NESSEBAR,BG,Bulgaria,126,,,,,,,,,,01/01/12,16/04/2020,
624,WWS EOOD,,43.4013371,28.2261515,1,TUZATA,,,BALCHIK,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
625,SBRHON OOD,,42.8749105,25.6429213,1,ULL,1,,WATERFRONT WATER,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
626,SALLE BURGAS OOD,,42.5185862,27.4571916,1,"G.K.P.M.SLAVIKOV,  UL.GEORGI MINKOV",174,,BURGAS,BG,Bulgaria,13,,,,,,,,,,01/01/12,16/04/2020,
627,MR SULLE AKAE.PACHEV OOD,,42.7018265,23.3693576,1,MR UL.EMANWIL VASSKIDCOVIC,51,,SOFIA,BG,Bulgaria,14,,,,,,,,,,01/01/12,16/04/2020,
628,MR SKOBAL BUL-REO EAD,,42.6761018,23.2485831,1,BUL.NIKOLA PETROV,56,,SOFIA,BG,Bulgaria,25,,,,,,,,,,01/01/12,16/04/2020,
629,SNELE WARRIAN OOD,,42.688376,23.3054298,1,L.VULAR GRIGOROVICH,8,,SOFIA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
630,MR SOBIL VISAS OOD,,42.6704006,23.2510695,1,UL.NIF POPJORDANIAN,18,,SOFIA,BG,Bulgaria,11,,,,,,,,,,01/01/12,16/04/2020,
631,STOBAL DOVE. MR GEORGIEV EOOD,,43.2079598,27.9080388,1,HILWTO POPOVICH,18,,VARNA,BG,Bulgaria,15,,,,,,,,,,01/01/12,16/04/2020,
632,COBAL D-P TASKOV LTD,,43.2483522,26.5601617,1,UL.ALEKSANDER STAMBOLIYSKI,25,,TARGOVISHTE,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
633,SKOBIL LUXOR EOOD,,42.1584368,24.740653000000002,1,BUL.BULGARIA,47A,,PLOVDIV,BG,Bulgaria,21,,,,,,,,,,01/01/12,16/04/2020,
634,MR SKOBAL PENTAMENTAL EOOD,,42.7068527,23.3040887,1,PL,109-111,,SOFIA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
635,SALARY RAILHUMAN,,43.2058542,23.5545936,1,UL.TRAYCHO QUETANCHEV,10,,VRATSA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
636,BALO MEDIA OOD,,42.1271134,24.7168887,1,UL.COLOHEVER,,,PLOVDIV,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
637,FVO AMBROME PARTNER OOD,,42.6689432,26.3341427,1,UL.XADN DIMITAR,68,,GR. SLIVEN,BG,Bulgaria,21,,,,,,,,,,01/01/12,16/04/2020,
638,CIBAL ELIN PELIN OOD,,42.6640481,23.6006284,1,UL.HEALTH,17,,ELIN PELIN,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
639,CDBAL MEDIA ALFA EOOD,,42.1401995,24.7467095,1,KUL.VELICAN TARNOVO,21,,PLOVDIV,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
640,СЛОВИ ПЛОВИ ПАПОВ ООД,,43.2394387,26.5674841,1,VPR,16,,TARGOVISHTE,BG,Bulgaria,31,,,,,,,,,,01/01/12,16/04/2020,
641,TEMELKOV OOD,,43.2107945,27.9069149,1,UL.ALEKO KONSTANTINOV,5,,VARNA,BG,Bulgaria,24,,,,,,,,,,01/01/12,16/04/2020,
642,SKINC SYSTEM EOOD,,42.6322301,23.6890179,1,ULL,32,,MR DOGOANCES,BG,Bulgaria,35,,,,,,,,,,01/01/12,16/04/2020,
643,UB TO THE COUNCIL OF MINISTERS LOZENETZ,,42.6635037,23.3117545,1,"/LOZENETZ,  UL.KOZAK",1,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
644,MR UMBAL ALEKSANDROVSKA EAD,,42.6853614,23.3079994,1,UL.GEORGI SOFIA,1,,SOFIA,BG,Bulgaria,860,,,,,,,,,,01/01/12,16/04/2020,
645,MR UMBAL D-P D. STRANDZHA EAD,,43.4160292,24.6283382,1,UL.GEORGI KOCHEV,8A,,PLEVEN,BG,Bulgaria,916,,,,,,,,,,01/01/12,16/04/2020,
646,MR OMBAL SVETI GEORGI EAD,,42.1383479,24.7114491,1,BUL.PENCHEROCS ROAD,66,,PLOVDIV,BG,Bulgaria,1345,,,,,,,,,,01/01/12,16/04/2020,
647,MR OMBAL SVETI IVAN RILSKI EAD,,42.6825182,23.3025867,1,BUL.AKE IVAN GESHOV,15,,SOFIA,BG,Bulgaria,263,,,,,,,,,,01/01/12,16/04/2020,
648,УВАЖАЕМА ГОСПОДИЕ,,42.700699,23.3396816,1,UL.BRALOROSEA,8,,SOFIA,BG,Bulgaria,419,,,,,,,,,,01/01/12,16/04/2020,
649,UMBALT N.I. PIROGOV T,,42.6901642,23.3071411,1,BUL.TODELEBEN,21,,SOFIA,BG,Bulgaria,807,,,,,,,,,,01/01/12,16/04/2020,
650,USBALE AK.IVAN PENCHEV EAD,,42.6834528,23.3115184,1,UL.HEALTH,2,,SOFIA,BG,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,
651,BCC STARA ZAGORA EOOD,,42.4261393,25.6113732,1,UL.GEN.STOLOTOV,,,STARA ZAGORA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
652,BCC BURGAS EOOD,,42.5007338,27.4740869,1,CONCENTRATED,89,,BURGAS,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
653,CCU BLAGOEVGRAD EOOD,,42.0237217,23.0927253,1,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
654,CCU VELIKO TURNOVO EOOD,,43.0847082,25.6320101,1,BUL.BULZLA,1,,VELIKO TARNOVO,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
655,CCU VRATSA,,43.1960488,23.559038,1,UL.WARTORI JUNE 68,,,VRATSA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
656,CCU PLOVDIV,,42.1307417,24.7468007,1,UL.DASME GRUEV,1A,,PLOVDIV,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
657,CCU SOFIA EOOD,,42.66462,23.2969755,1,BULLLIEV,8,,SOFIA,BG,Bulgaria,0,,,,,,,,,,01/01/12,16/04/2020,
658,CCCC SLIVEN EOOD,,42.6749107,26.3266325,1,BUL.HADJI DIMITAR,41A,,GR. SLIVEN,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
659,PO BLAGOEVGRAD,,42.0237217,23.092382,1,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,BG,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,
660,PO RUSE EOOD,,43.8670457,25.990026,1,UL.TUTRAKAN,20,,RUSE,BG,Bulgaria,175,,,,,,,,,,01/01/12,16/04/2020,
661,POZ VELIKO TURNOVO EOOD,,43.085627,25.6311303,1,BUL.BULZLA,1,,VELIKO TARNOVO,BG,Bulgaria,130,,,,,,,,,,01/01/12,16/04/2020,
662,POZ VRATSA,,43.1944767,23.5558623,1,UL.BELASICA,1,,VRATSA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
663,PO DR. STANCHEV — DOBRICH EOOD,,43.5629401,27.8179729,1,MR OPOULOS OF HITOV,24,,DOBRICH,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
664,PO PLOVDIV EOOD,,42.1360088,24.7114438,1,BUL.PENCHEROCS ROAD,68,,PLOVDIV,BG,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,
665,POK PROF. N.SCIKOVENSKI EOOD,,42.7007542,23.327153,1,UL.EKARX YOSIF,59,,SOFIA,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
666,POZ PROF. DR. IVAN TEMKOV — BURGAS EOOD,,42.5138947,27.4743444,1,['MR J.LAZCOE'],,,BURGAS,BG,Bulgaria,250,,,,,,,,,,01/01/12,16/04/2020,
667,PO SOFIA EOOD,,42.705749,23.3329332,1,BUL.CONTROLACTIVITYA,309,,SOFIA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
668,PO STARA ZAGORA EOOD,,42.4226487,25.6099999,1,UL.ARMESKA,16,,STARA ZAGORA,BG,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,
669,PO EOOD,,41.9272981,25.5041814,1,MR V.BOOLRECEQS,,,HASKOVO,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
670,CPSS SMOLYAN EOOD,,41.5721501,24.7859824,1,UL.H.H.P.HRGEORGEV,12,,SMOLYAN,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
671,VMA SBRL BANKYA,,42.7076129,23.1477422,1,GR. BANKYA,,,BANKYA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
672,VMA SGDLDKHESSAR HISAR,,42.5042948,24.7141269,1,UL.ILIN PEACOCK-BREAK,1,,HISARYA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
673,THE SOFIA CITY PROSECUTOR’S OFFICE,,42.564272,27.6384653,1,MR GRO.POMORER,,,POMORIE,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
